Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2018,12,Female,17,Right-Handed,168,27,168,1,Car,10,0.507,25,Walking/Hiking,1000,1000,1000,500,300,1000,27,Same length,63,63,Same length,NA,Winter,No,No,NA,Water,Science,6,9,4,Yes - broadband connection,Text messaging,100,100,20,10,4,4,0,0,100,100,100,30,10,0,A lot,Other,Rap/Hip hop,Telepathy,Rich,Doctor or nurse,"Wildlife, animals"
USA,TX,2018,12,Male,18,Left-Handed,175,27,174,1,Car,8,0.32,38,Martial Arts,0,0,500,750,250,750,28,Left foot,78,85,Ring finger,July,Winter,No,No,Meat,Water,Social studies,6,7,2,No internet connection,Cell phone,50,100,4,20,2,2,0,10,2,1,0,0,30,10,Very little,Graduate degree,Rock and roll,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,FL,2018,12,Male,18,Right-Handed,184,29,188,1,Car,25,0.339,60,Football (American),695,743,471,316,904,861,30,Left foot,115,120,Ring finger,October,Fall,No,No,Pizza/Pasta,Water,History,7,8,4,Yes - broadband connection,Cell phone,60,60,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,CA,2018,12,Male,17,Left-Handed,19,190.5,182.9,1,Car,15,0.588,34,Other,800,800,400,400,800,1100,26.67,Same length,8.35,8.3,Index finger,November,Fall,Yes,No,Rice/Noodle dishes,Soft drink (caffeinated),Other,8,12,3,Yes - broadband connection,Internet chat or instant messaging,20,20,10,0,2,1,2,1,1,1,4,0,0,0,Some,Graduate degree,Gospel,Freeze time,Happy,Friend,Other
USA,CA,2018,12,Female,17,Right-Handed,NA,3,NA,2,Car,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,AK,2018,12,Female,16,Left-Handed,160,22.5,156,1,Bus,10,0.317,45,None,800,600,1000,400,200,900,22.5,Same length,60.5,60,Index finger,May,Spring,No,No,Rice/Noodle dishes,Water,Other,8.5,8,7,Yes - broadband connection,In person,0,0,0,0,2,3,0,0,5,1,5,0,1,6,A lot,Other,Rhythm and blues (R&B),Invisibility,Healthy,Relative,Religious
USA,PA,2018,12,Female,16,Right-Handed,167.6,23.6,171,2,Bus,15,0.46,40,Swimming,750,750,750,750,950,950,23,Right foot,75,79,Ring finger,August,Fall,Yes,No,Pizza/Pasta,Water,Art,5.5,7,4,Yes - broadband connection,Text messaging,14,48,6,0,50,3,6.5,0.5,12,3,40,10,3,3,A lot,Graduate degree,Pop,Fly,Happy,Relative,International aid
USA,VA,2018,12,Female,17,Right-Handed,63,20,66,1,Car,15,0.23,47,Other,625,1000,625,625,526,300,20,Right foot,NA,10,Index finger,June,Summer,Yes,No,Salads,Juice,Mathematics and statistics,8,10,3,Yes - other,Text messaging,5,5,2,7,1,4,3,0,7,8,1,2,8,2,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Business person,Education/Youth development
USA,MA,2018,12,Female,17,Right-Handed,NA,24.1,63,1,Car,9,0.606,45,Gymnastics,800,900,1000,700,200,700,24.2,Left foot,NA,20,Ring finger,May,Spring,Yes,No,Pizza/Pasta,Water,English,6,9,3,Yes - broadband connection,Telephone,4,9,10,20,8,4,0,0,40,20,10,50,15,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Business person,Education/Youth development
USA,NC,2018,12,Female,20,Right-Handed,163,20,146,1,Car,15,0.44,90,Other,10,10,10,10,1000,1000,20,Same length,70,60,Ring finger,November,Summer,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Science,6,10,6,Yes - other,Text messaging,100,100,20,0,10,10,5,0,7,112,20,5,9,10,A lot,Graduate degree,Country,Invisibility,Famous,Doctor or nurse,Religious
USA,IA,2018,12,Male,18,Right-Handed,173,27,73.5,1,Car,5,0.384,34,None,503,604,374,701,754,845,27,Same length,8,8,Same length,July,Summer,No,No,Rice/Noodle dishes,Milk,Art,8,8,5,Yes - other,Internet chat or instant messaging,5,15,0,3,0,0,0,6,6,3,6,0,0,1,Some,Other,Other,Super strength,Happy,Other,Other
USA,NY,2018,12,Male,16,Right-Handed,175,25,179,4,Car,25,0.36,36,Martial Arts,600,600,600,1000,900,1000,25,Same length,105,100,Index finger,November,Fall,No,No,Meat,Water,Computers and technology,8,8,4,Yes - broadband connection,Text messaging,20,10,0,1,2,63,5,4,0,1,50,1,0,2,A lot,Graduate degree,Other,Freeze time,Happy,Relative,Education/Youth development
USA,NY,2018,12,Female,18,Right-Handed,168,26,159,1,Rail (Train/Tram/Subway),60,0.419,83,Cycling,1000,900,1000,900,800,60025,25.5,Right foot,70,60,Index finger,April,Fall,No,No,Seafood,Water,Social studies,5,10,2,Yes - broadband connection,Text messaging,20,20,20,2,8,12,4,0,15,15,20,20,10,5,Some,Undergraduate degree,Rap/Hip hop,Invisibility,Rich,Other,International aid
USA,CA,2018,12,Female,16,Right-Handed,157.4,15.24,60.96,3,Car,45,0.444,37,Bowling,647,652,845,850,711,920,15.24,Same length,69.85,69.85,Same length,May,Summer,No,No,Pizza/Pasta,Water,Languages,6,10,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,20,16,5,15,40,2,1,8,3,70,5,0,4,Some,Graduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,FL,2018,12,Female,16,Right-Handed,160,9.5,160,1,Car,15,0.844,46,Swimming,900,900,900,900,800,900,9.55,Left foot,67,65,Index finger,January,Fall,No,No,Meat,Water,History,6,10,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",20,35,3,1,10,80,2,3,9,3,7,2,0,3,A lot,Graduate degree,Other,Freeze time,Happy,Actor,International aid
USA,CA,2018,12,Male,18,Right-Handed,173,26,173,1,Car,20,0.354,33,Other,1000,700,1000,300,1000,1000,26,Right foot,NA,NA,NA,May,Winter,No,No,Poultry,Water,Mathematics and statistics,9,8,5,Yes - broadband connection,Text messaging,8,8,4.5,1,3,10,2,0,0,0.5,0,20,24,0.5,A lot,Undergraduate degree,Other,Fly,Happy,Relative,Environment
USA,CA,2018,12,Male,18,Right-Handed,173,21,176,1,Car,8,0.4,39,Lacrosse,720,680,690,640,200,200,21,Same length,7,7,Same length,November,Fall,No,No,Meat,Water,History,7,8,6,Yes - broadband connection,Text messaging,63,92,5,1,3,3,5,14,2,2,3,7,30,2,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,"Wildlife, animals"
USA,FL,2018,12,Male,17,Right-Handed,165.1,24,168,2,Car,35,0.492,41,Soccer,900,900,1000,900,500,700,24,Same length,7.5,7,Index finger,November,Winter,No,No,Meat,Water,History,7,10,1,Yes - other,In person,12,20,20,1,2,2,14,2,1,4,72,0,0,1,None,Undergraduate degree,Rap/Hip hop,Telepathy,Famous,Sports person,Health
USA,OH,2018,12,Female,17,Right-Handed,165,56,55,NA,Car,NA,NA,NA,Lacrosse,NA,NA,NA,NA,NA,NA,NA,Right foot,NA,NA,Ring finger,March,Summer,No,No,Fruit,Water,Mathematics and statistics,NA,NA,3,No internet connection,Cell phone,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Community leader or elder,Health
USA,NJ,2018,12,Female,18,Right-Handed,170,24.6,165.5,1,Car,10,0.447,48,Other,834,251,257,455,690,861,24.6,Same length,75,80,Ring finger,October,Fall,Yes,No,Rice/Noodle dishes,Water,Music,6,8,5,Yes - other,Text messaging,25,18,5,1,8,10,30,2,10,2,5,3,0,3,Some,Undergraduate degree,Classical,Freeze time,Rich,Friend,"Wildlife, animals"
USA,CA,2018,12,Male,17,Right-Handed,193,28.5,193,1,Car,5,0.42,44,Tennis,711,925,492,385,160,1000,28,Right foot,9,8.89,Ring finger,December,Winter,No,No,Poultry,Water,Science,7,10,3,Yes - other,Internet chat or instant messaging,4,5,5,1,7,2,17,7,3,6,3,1,0,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,NC,2018,12,Female,17,Right-Handed,167.6,22.86,171.4,2,Car,5,0.712,40,Basketball,600,600,500,500,900,900,23,Left foot,73,77,Ring finger,June,Winter,No,No,Meat,Water,Science,6,6,4,Yes - broadband connection,Text messaging,10,20,6,0,30,10,2,2,3,3,20,4,40,2,Some,Undergraduate degree,Pop,Fly,Happy,Relative,"Wildlife, animals"
USA,VA,2018,12,Male,17,Right-Handed,176,289,75,1,Car,10,0.339,44,Football (American),70,53,326,909,1000,1000,289,Same length,80,90,Ring finger,March,Summer,Yes,No,Rice/Noodle dishes,Sports drink,Physical education,4,8,2,Yes - other,Other,200,220,16,60,4,45,70,70,80,80,80,3,25,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,VA,2018,12,Female,18,Right-Handed,165,15.24,22.86,1,Bus,10,0.4,61,Other,1000,1000,1000,1000,100,900,15.25,Left foot,76,70,Same length,February,Spring,No,No,Seafood,Water,English,7,6,4,Yes - broadband connection,Text messaging,3,3,0,35,7,3,8,0,1,35,2,10,0,4,A lot,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Business person,Health
USA,SC,2018,12,Male,17,Right-Handed,182,33,185,1,Car,10,0.594,49,Football (American),75,45,90,90,50,100,33,Same length,101.6,109,Ring finger,June,Fall,Yes,No,Poultry,Sports drink,Physical education,7,4,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,20,1,1,1,2,1,1,1,1,1,24,1,Very little,Graduate degree,Country,Invisibility,Rich,Religious figure,Education/Youth development
USA,WI,2018,12,Female,16,Right-Handed,175,24,170,2,Car,20,0.446,50,Other,695,150,294,620,840,1000,24,Same length,1000,1010,Ring finger,May,Spring,Yes,No,Desserts,Water,Science,8,12,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,20,10,1,10,50,10,2,2,5,3,10,6,2,A lot,Graduate degree,Country,Fly,Rich,Doctor or nurse,Religious
USA,CA,2018,12,Female,16,Right-Handed,147,20,149,2,Car,14,0.342,37,None,604,524,620,652,326,481,20,Same length,63,65,Ring finger,June,Spring,No,No,Fruit,Milk,Science,6,9,6,Yes - broadband connection,Internet chat or instant messaging,247,258,0,0,25,4,2,0,3,5,40,2,20,2,A lot,Graduate degree,Pop,Invisibility,Rich,Doctor or nurse,Health
USA,NY,2018,12,Female,18,Right-Handed,162,38,NA,1,Rail (Train/Tram/Subway),40,0.354,54,Basketball,900,950,900,800,400,700,38,Same length,70,60,Index finger,October,Fall,Yes,No,Fruit,Water,English,6,10,4,Yes - broadband connection,Cell phone,10,15,5,20,15,20,10,0,15,2,100,30,0,2,A lot,High school,Rhythm and blues (R&B),Telepathy,Healthy,Relative,Health
USA,MA,2018,12,Female,17,Right-Handed,160,23.8,101.6,1,Bus,10,0.807,45,Other,1000,1000,1000,600,0,500,24.5,Left foot,NA,3,Ring finger,December,Fall,No,No,Meat,Water,Other,6,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",2,2,35,7,3,1,1,0,48,24,48,4,9,2,A lot,High school,Rap/Hip hop,Telepathy,Rich,Musician or singer,Health
USA,NC,2018,12,Male,17,Right-Handed,185,28,20,2,Car,5,5,4,Basketball,900,800,600,900,900,950,27,Right foot,8,7,Index finger,August,Fall,Yes,No,Seafood,Water,Physical education,6,10,4,Yes - broadband connection,Text messaging,300,500,10,2,20,4,18,3,8,8,8,8,8,8,Some,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,International aid
USA,NY,2018,12,Female,16,Right-Handed,152,21,145,3,Car,20,1.6,46,Football (American),5,5,5,5,5,5,21,Same length,70,72,Ring finger,December,Fall,Yes,No,Meat,Coffee,History,5,12,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",5,5,3,0,2,1,1,0,12,2,13,2,0,7,NA,NA,Rock and roll,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,CA,2018,12,Female,17,Right-Handed,178,23,158,1,Car,8,0.305,39,Baseball/Softball,NA,NA,NA,NA,NA,NA,23,Same length,7.5,7,Ring finger,June,Winter,No,No,Pizza/Pasta,Water,Physical education,7,11,4,Yes - other,Text messaging,200,250,12,6,24,24,2,0,6,6,24,1,0,1,A lot,Graduate degree,Pop,Telepathy,Famous,Actor,Health
USA,TN,2018,12,Female,18,Right-Handed,160,22.5,157,1,Car,20,0.759,45,Basketball,300,500,600,700,300,500,23,Left foot,70,73,Ring finger,November,Summer,Yes,No,Desserts,Soft drink (caffeinated),Art,7,10,4,Yes - other,Cell phone,0,2,24,0.5,1,5,10,0,48,0.5,3,7,0,2,Some,Graduate degree,Rock and roll,Telepathy,Happy,Relative,Health
USA,AZ,2018,12,Male,18,Right-Handed,180,24,184,3,Walk,5,0.282,42,Soccer,0,0,0,0,1000,1000,26,Left foot,8,7.5,Index finger,October,Summer,No,No,Poultry,Milk,Mathematics and statistics,7,9,9,Yes - broadband connection,Cell phone,20,20,20,2,10,0,1,0,4,1,3,0,0,0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Religious
USA,CA,2018,12,Male,17,Right-Handed,170,18,169,2,Car,10,0.431,52,Other,800,800,800,800,500,500,18,Same length,63,76,Ring finger,April,Winter,Yes,No,Meat,Water,Computers and technology,6,5,8,Yes - broadband connection,Internet chat or instant messaging,0,0,15,1,15,8,0,35,2,2,2,0,0,5,Very little,Some college,Classical,Freeze time,Rich,Friend,Education/Youth development
USA,CA,2018,12,Female,17,Right-Handed,160,23,159,2,Car,8,0.406,42,Other,920,572,701,658,909,947,23,Same length,8,7.5,Index finger,June,Summer,No,No,Vegetables,Water,Social studies,5,8,4,Yes - broadband connection,Telephone,30,30,3,5,20,10,5,10,9,9,15,2,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Doctor or nurse,Health
USA,CA,2018,12,Male,17,Right-Handed,180,28.5,185,2,Car,10,0.272,27,Other,1000,1000,802,829,700,800,28.3,Right foot,87,80,Index finger,July,Summer,Yes,No,Fruit,Water,Mathematics and statistics,8,10,3,Yes - broadband connection,In person,200,200,10,1,3,2,16,2,2,6,8,0,5,1,Some,Graduate degree,Punk rock,Fly,Healthy,Other,Environment
USA,NY,2018,12,Male,16,Right-Handed,178,28,180,1,Bus,15,0.39,43.8,Other,800,600,800,1000,800,900,28,Same length,82,86,Ring finger,January,Winter,Yes,No,Meat,Water,History,6,7,4,Yes - other,In person,5,6,7,0,21,10,1,12,0,0,95,0,1,5,Some,Graduate degree,Rock and roll,Invisibility,Happy,Other,Health
USA,NC,2018,12,Male,17,Ambidextrous,64,30.7,40,1,Car,10,0.0417,32,Basketball,600,800,1000,1000,1000,1000,30,Left foot,70,68,Index finger,September,Summer,Yes,No,Pizza/Pasta,Sports drink,Physical education,7,9,4,Yes - broadband connection,Internet chat or instant messaging,30,300,5,0,4,0,15,0,12,17,10,17,12,3,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Sports person,Health
USA,NY,2018,12,Female,17,Right-Handed,162.5,22.86,159.8,1,Car,6,0.763,51,Dancing,500,900,400,700,600,900,23.4,Left foot,88.9,93.1,Index finger,April,Summer,No,No,Pizza/Pasta,Water,Art,7,10.5,4,Yes - broadband connection,In person,12,400,4,0,10,6,5,0,3,10,10,1,3,1,A lot,Undergraduate degree,Pop,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,OH,2018,12,Male,17,Right-Handed,170,27,173,0,Car,5,0.324,64,Hockey (Ice),1000,594,540,551,241,299,27,Same length,80,70,Same length,October,Winter,No,No,Meat,Sports drink,History,5,7,2,Yes - broadband connection,Text messaging,70,70,7,3,5,9,12,0,8,6,8,7,33,4,A lot,High school,Rock and roll,Fly,Rich,Friend,Environment
USA,PA,2018,12,Female,17,Right-Handed,167,23,165,1,Car,11,0.34,61,Basketball,834,834,513,508,0,412,21,Right foot,70,75,Ring finger,February,Summer,No,No,Pizza/Pasta,Tea,Mathematics and statistics,5,7,2,Yes - broadband connection,Cell phone,350,350,14,NA,0,5,24,5,60,60,60,60,40,2,A lot,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,"Wildlife, animals"
USA,NC,2018,12,Male,17,Right-Handed,196,30.2,201,2,Walk,15,0.377,30,Swimming,743,668,759,701,909,914,30.2,Same length,85,90,Ring finger,March,Summer,Yes,No,Poultry,Tea,Science,6,7,5,Yes - broadband connection,In person,50,50,11,2,26,4,5,0,4,4,20,0,0,2,A lot,Graduate degree,Other,Freeze time,Happy,Doctor or nurse,Health
USA,MI,2018,12,Female,17,Right-Handed,152.4,17.78,160,1,Car,5,2.4,56,Bowling,500,500,400,600,500,600,17.5,Right foot,68,70,Ring finger,July,Fall,No,No,Soups,Coffee,Mathematics and statistics,7,9,3,Yes - other,Text messaging,80,78,15,9,12,18,3,2,25,50,50,20,12,2,A lot,Undergraduate degree,Country,Telepathy,Happy,Friend,Religious
USA,ID,2018,12,Male,22,Right-Handed,178,26.67,181,2,Walk,5,0.289,37,Walking/Hiking,925,503,487,155,668,872,26.67,Same length,78.1,79.4,Ring finger,March,Spring,Yes,No,Meat,Water,Other,8,10,5,Yes - broadband connection,Text messaging,50,60,28,4,25,18,9,25,3,2,8,1,2,3,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Religious figure,Environment
USA,WI,2018,12,Male,17,Right-Handed,NA,NA,NA,1,Car,5,0.291,42,Hockey (Ice),80,722,0,0,134,604,NA,NA,NA,NA,NA,May,Summer,Yes,No,Pizza/Pasta,Water,Physical education,9,9,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,10,5,0,1,4,15,2,7,1,7,15,20,17,None,Graduate degree,Country,Freeze time,Rich,Sports person,Health
USA,CA,2018,12,Male,17,Right-Handed,175.2,26.6,167.6,1,Car,15,0.331,37,Football (American),818,626,658,631,636,733,26.7,Same length,27.5,29,Ring finger,March,Winter,No,No,Meat,Juice,History,6,9,3,Yes - broadband connection,Text messaging,20,30,50,2,20,10,15,10,25,30,25,5,15,10,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Other,Environment
USA,OK,2018,12,Female,17,Right-Handed,183,27,184,2,Car,7,0.328,35,Walking/Hiking,700,600,800,400,1000,900,26,Right foot,90,80,Index finger,March,Spring,No,No,Soups,Water,Mathematics and statistics,5,8,4,Yes - other,Text messaging,101,167,0,0.5,24,7,0,0,0,4,20,1,0,10,A lot,Graduate degree,Pop,Fly,Happy,Friend,Education/Youth development
USA,ID,2018,12,Female,21,Right-Handed,167.6,24,166,1,Walk,25,0.328,46,Athletics,70,70,60,50,15,40,24,Same length,35,35,Same length,September,Fall,No,No,Pizza/Pasta,Water,English,6.5,9.5,6,Yes - broadband connection,In person,7,11,35,8,12,30,15,0,15,15,12,5,25,7,A lot,Undergraduate degree,Country,Invisibility,Happy,Relative,Health
USA,PA,2018,12,Female,17,Right-Handed,170.1,22,166,2,Car,15,0.337,37,Swimming,952,797,963,856,615,610,22,Same length,95,97,Ring finger,May,Winter,Yes,Yes,Other,Tea,Science,6,12,3,Yes - broadband connection,Text messaging,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A lot,Graduate degree,Rock and roll,Invisibility,Happy,Other,Health
USA,NC,2018,12,Female,21,Right-Handed,162.6,25.3,155,1,Walk,10,0.504,50,Dancing,1000,1000,950,950,950,1000,25.6,Left foot,8.9,8,Index finger,January,Fall,Yes,No,No favorite,Water,Science,8,10,4,Yes - other,In person,60,60,10,1,8,0,0,0,15,3,18,4,17,4,Some,Other,Rhythm and blues (R&B),Telepathy,Happy,Relative,Education/Youth development
USA,SC,2018,12,Female,16,Right-Handed,175,25,177,2,Bus,20,NA,NA,Baseball/Softball,500,800,900,900,500,900,25,Same length,88.9,101.6,Ring finger,June,Fall,Yes,No,Fruit,Soft drink (non-caffeinated),NA,5,9,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",21,31,0,5,1,0,0,0,5,3,120,7,0,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,International aid
USA,PA,2018,12,Female,18,Right-Handed,164,23,160,2,Car,7,0.594,46,Dancing,100,450,850,200,950,950,23,Same length,7.6,8,Ring finger,October,Fall,No,No,Meat,Water,Science,7,8,3,Yes - broadband connection,Text messaging,30,25,6,3,6,2,6,0,3,2,8,5,6,0,Some,Graduate degree,Rock and roll,Fly,Happy,Friend,International aid
USA,PA,2018,12,Female,16,Right-Handed,161,22,165,1,Car,9,0.317,42,None,1000,1000,800,800,0,0,22,Same length,90,90,Same length,November,Fall,Yes,No,Rice/Noodle dishes,Water,Science,5,8,6,Yes - other,In person,30,25,10,1,40,10,0,0,9,10,10,0,25,0,A lot,Graduate degree,Country,Invisibility,Happy,Doctor or nurse,Environment
USA,PA,2018,12,Female,17,Right-Handed,170,220,160,1,Car,15,0.54,37,Walking/Hiking,900,1000,900,1000,400,500,215,Same length,NA,NA,Index finger,August,Spring,No,No,Rice/Noodle dishes,Water,Science,8,9,3,Yes - broadband connection,In person,10,30,12,10,12,10,5,5,10,5,3,13,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,IL,2018,12,Female,17,Ambidextrous,168,26,157,2,Car,12,0.409,40,Football (American),900,400,800,900,200,400,24,Right foot,70,76,Ring finger,June,Fall,Yes,Yes,Pizza/Pasta,Water,English,6,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,24,7,1,8,12,3,1,8,1,10,7,2,7,A lot,Graduate degree,Country,Freeze time,Happy,Relative,Education/Youth development
USA,TN,2018,12,Male,18,Left-Handed,175,25.5,160.5,1,Car,10,0.295,70,Baseball/Softball,1000,1000,1000,1000,100,500,24,Right foot,0.59,0.59,Same length,January,Summer,No,No,Poultry,Milk,Other,7,4,3,Yes - broadband connection,Cell phone,0,4,15,1,0,7,15,10,5,3,0,0,0,2,Some,Graduate degree,Rap/Hip hop,Super strength,Famous,Sports person,Education/Youth development
USA,RI,2018,12,Male,18,Right-Handed,162,30,162,2,Walk,10,NA,NA,Walking/Hiking,1000,1000,800,500,0,900,30,Same length,90,80,Index finger,May,NA,No,No,Other,Water,Geography,NA,NA,3,Yes - other,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very little,High school,NA,NA,NA,Other,Environment
USA,NC,2018,12,Male,17,Right-Handed,171,23,171,1,Walk,5,0.352,43,Tennis,800,800,750,500,1000,1000,24,Left foot,90,70,Index finger,August,Fall,No,No,Meat,Water,Social studies,6,10,2,Yes - broadband connection,Text messaging,5,8,3,0.5,12,0,2,0,2,2,20,0,0,4,A lot,Undergraduate degree,Rock and roll,Telepathy,Rich,Politician,International aid
USA,TX,2018,12,Male,17,Left-Handed,185.4,27.3,NA,2,Car,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,17,Right-Handed,185,30,185,1,Walk,17,0.542,47,Skateboarding/Rollerblading,40,5,20,14,13,100,30,Same length,63.5,81,Ring finger,February,Spring,Yes,No,Meat,Water,Music,4,10,6,Yes - dial-up connection,In person,6,5,20,0.25,1,0,25,6,4,2,10,15,18,3,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Musician or singer,"Arts, culture, sports"
USA,CA,2018,12,Female,17,Right-Handed,170.2,25.4,171.5,2,Walk,10,0.436,41,Other,500,750,700,150,100,950,25.4,Same length,77.5,65,Index finger,April,Winter,No,No,Other,Other,NA,9,10,8,No internet connection,Text messaging,25,15,40,12,7.5,45,4,0,120,5,120,15,0,5,Some,Other,Other,Freeze time,Happy,Other,Education/Youth development
USA,ID,2018,12,Male,22,Left-Handed,177.8,26,157,3,Car,7,0.366,64,Other,25,25,65,75,90,75,27,Left foot,80,85,Ring finger,February,Spring,Yes,No,Meat,Water,Mathematics and statistics,6,9,2,Yes - broadband connection,In person,20,20,2,1,15,3,7,0,6,3,8,2,25,4,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Religious
USA,MA,2018,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,January,Fall,No,No,Fruit,Water,English,6,9,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",31,39,15,3,8,10,32,6,10,10,10,4,0,4,Some,Some college,Rock and roll,Fly,Rich,Actor,International aid
USA,CA,2018,12,Female,17,Right-Handed,160,21.5,158,1,Car,10,0.387,42,Other,1000,1000,1000,540,70,75,21.5,Same length,76.2,70,Index finger,April,Summer,No,No,Meat,Water,Physical education,5,7,5,Yes - other,Other,70,70,56,2,6,6,14,0,56,56,56,6,0,6,Some,Other,Rap/Hip hop,Invisibility,Happy,Other,Health
USA,NC,2018,12,Female,17,Right-Handed,165,25,163,2,Car,27,0.338,34,Walking/Hiking,1000,956,1000,1000,925,904,25,Left foot,68,87,Ring finger,March,Spring,No,No,Meat,Water,Computers and technology,7,10,4,Yes - broadband connection,In person,75,90,15,1,40,5,3,0,9,4,34,8,0,2,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,CO,2018,12,Male,18,Right-Handed,198.1,26.3,183.5,1,Car,15,0.387,42,Soccer,1000,1000,1000,1000,470,450,27,Left foot,9.5,9,Index finger,July,Spring,Yes,No,Meat,Water,Art,5,12,4,Yes - other,Internet chat or instant messaging,30,35,14,1,1,3,14,7,7,4,2,2,0,7,Very little,Graduate degree,Jazz,Telepathy,Happy,Sports person,International aid
USA,NC,2018,12,Male,17,Right-Handed,179,25,180,1,Walk,0,0.426,47,Basketball,786,1000,1000,1000,940,1000,26,Left foot,90,94,Ring finger,May,Spring,No,No,No favorite,Water,Art,6,9,3,Yes - other,In person,75,105,10,7,7,0,4,0,13,6,20,2,0,2,Some,Undergraduate degree,Other,Freeze time,Happy,Actor,Education/Youth development
USA,NY,2018,12,Male,18,Right-Handed,180,22,70,1,Car,10,0.737,51,Gymnastics,867.4,902.6,437.2,613.4,892.3,1000,22,Same length,18,20,Ring finger,August,Winter,No,NA,Meat,Milk,Art,7,7,3,Yes - broadband connection,In person,6,4,8,1,5,20,14,14,10,2,10,0,0,2,Some,Graduate degree,Gospel,Fly,Healthy,Religious figure,Religious
