Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2018,12,Male,17,Right-Handed,180,28,176,1,Car,10,0.318,52,Skateboarding/Rollerblading,500,600,800,900,1000,1000,27,Right foot,85,80,Index finger,July,Fall,No,No,Meat,Soft drink (caffeinated),Social studies,5,10,5,Yes - other,Cell phone,1000,1000,10,5,3,0,0,15,4,20,20,4,35,3,Very little,Graduate degree,Rap/Hip hop,Super strength,Happy,Actor,Health
USA,FL,2018,12,Male,17,Right-Handed,181,24.5,183,2,Car,20,0.428,50,Soccer,900,400,800,600,200,300,24,Right foot,72,78,Ring finger,December,Winter,Yes,No,Meat,Water,History,5,10,3,Yes - other,In person,20,35,8,4,5,3,12,1.5,2,3,7,10,0,1,Some,Graduate degree,Rock and roll,Telepathy,Happy,Friend,"Wildlife, animals"
USA,MA,2018,12,Female,17,Right-Handed,153,20.32,139.7,1,Car,5,0.655,37,Dancing,807,1000,840,663,107,198,21.59,Left foot,101.6,88.9,Index finger,July,Summer,No,No,Pizza/Pasta,Water,History,9,9,4,Yes - broadband connection,Text messaging,11,10,8,5,5,14,10,3,7,5,7,7,4,5,Some,Some college,Pop,Freeze time,Happy,Relative,International aid
USA,OH,2018,12,Female,17,Right-Handed,155,22,142,1,Car,4,0.425,43,Other,503,529,824,503,471,802,22,Same length,72,67,Index finger,February,Fall,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,8,6,5,Yes - other,Text messaging,100,100,21,1,2,7,13,0,7,21,2,1,20,4,Some,Graduate degree,Pop,Telepathy,Happy,Relative,Health
USA,TX,2018,12,Female,17,Right-Handed,170,39,167,1,Car,5,0.516,52,Cycling,540,856,642,950,48,225,40,Left foot,70,70,Same length,April,Fall,No,No,Poultry,Water,English,6,9,4,Yes - broadband connection,Text messaging,20,35,6,2,24,12,1,0,5,30,10,5,25,2,Some,High school,Rhythm and blues (R&B),Telepathy,Happy,Relative,Environment
USA,TX,2018,12,Male,18,Right-Handed,60,12,48,2,Car,10,0.396,49,Running/Jogging,1000,1000,1000,1000,1000,1000,12,Same length,70,50,Same length,December,Winter,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,8,12,5,Yes - other,Text messaging,300,400,3,1,1,4,1,4,4,4,5,2,5,1,Some,Graduate degree,Other,Fly,Healthy,Other,Health
USA,TX,2018,12,Male,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,MD,2018,12,Male,17,Right-Handed,182.8,30.48,180,2,NA,12,6,15,Walking/Hiking,1000,1000,1000,1000,500,900,30.4,Same length,3.8,3.2,Index finger,December,Winter,No,No,Pizza/Pasta,Sports drink,English,6,9,3,Yes - other,Text messaging,206,215,20,5,14,4,8,0,8,8,8,0,2,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Business person,Religious
USA,CA,2018,12,Male,17,Right-Handed,143,25.7,148,1,Car,6,0.65,43,None,500,500,500,500,1000,1000,25.5,Right foot,10,9,Index finger,October,Winter,No,No,Desserts,Water,History,7,8,3,Yes - broadband connection,Internet chat or instant messaging,2,2,15,1,2,3,5,10,2,1,10,0,20,0,Some,Graduate degree,Pop,Fly,Rich,Business person,Health
USA,WI,2018,12,Male,17,Right-Handed,178,28,166,1,Car,10,0.43,47,Football (American),100,100,50,50,200,300,28,Same length,80,89,Ring finger,June,Summer,No,No,Meat,Other,Mathematics and statistics,5,2,6,Yes - broadband connection,Internet chat or instant messaging,10,10,4,0,0,2,1,8,8,8,8,2,7,7,Some,Some college,Rap/Hip hop,Fly,Rich,Other,Other
USA,ID,2018,12,Female,25,Right-Handed,170,24,160,2,Car,3,0.381,41,Dancing,0,800,800,800,1000,800,24,Same length,7.3,7,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Water,Science,8,8,2,Yes - other,Cell phone,15,30,6,3,70,5,5,0,2,2,70,0,8,1,NA,NA,NA,NA,NA,NA,NA
USA,TN,2018,12,Female,17,Right-Handed,65,NA,NA,2,Walk,6,0.434,30,Walking/Hiking,850,850,850,850,775,500,NA,NA,NA,NA,Ring finger,January,Fall,Yes,No,Meat,Coffee,Music,7,NA,4,Yes - other,Text messaging,80,80,20,8,30,65,1,1,25,50,40,20,2,5,Some,Graduate degree,Punk rock,Freeze time,Happy,Other,"Arts, culture, sports"
USA,VA,2018,12,Female,17,Ambidextrous,153,27,145,3,Car,20,0.296,36,Walking/Hiking,321,203,332,535,861,1000,27,Same length,6.5,7,Ring finger,April,Spring,No,No,Pizza/Pasta,Other,Science,3,7,3,Yes - broadband connection,Internet chat or instant messaging,60,65,1,0,30,2,1,10,20,30,20,1,5,8,A lot,Graduate degree,Other,Freeze time,Happy,Other,Other
USA,NC,2018,12,Female,17,Right-Handed,138,24,150,1,Car,20,0.84,34,Other,749,733,642,754,374,759,25,Left foot,7,80,Ring finger,March,Summer,Yes,No,Meat,Sports drink,History,6,9,3,Yes - other,Internet chat or instant messaging,175,200,10,10,5,10,10,2,45,40,40,30,1,1,A lot,Graduate degree,Rhythm and blues (R&B),Fly,Rich,Sports person,Health
USA,VA,2018,12,Female,17,Right-Handed,640,21,155,1,Car,10,0.313,45,Other,561,749,551,273,1000,1000,21,Left foot,65,70,Ring finger,March,Fall,Yes,No,Pizza/Pasta,Coffee,Art,8,10,4,Yes - other,Text messaging,22,37,2,4,10,3,5,1,8,10,19,3,0,3,A lot,Undergraduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,Education/Youth development
USA,MA,2018,12,Male,17,Right-Handed,175.2,29.21,175.2,1,Car,7,0.687,44,Football (American),1000,800,1000,700,500,1000,27.21,Same length,70,75,Ring finger,January,Winter,No,No,Meat,Water,Mathematics and statistics,NA,NA,6,Yes - broadband connection,Text messaging,6,20,10,2,2,3,15,10,10,10,20,1,0,1,Some,Some college,Rap/Hip hop,Freeze time,Rich,Relative,Health
USA,ID,2018,12,Female,23,Right-Handed,165,96.52,120,1,Walk,10,0.569,44,Swimming,400,700,500,600,700,700,96,Same length,68.7,70.6,Ring finger,June,Spring,Yes,No,Pizza/Pasta,Water,Art,7,8,6,Yes - broadband connection,Cell phone,25,21,10,1,30,2,4,0,3,1,15,8,16,2,A lot,Undergraduate degree,Pop,Fly,Happy,Relative,Education/Youth development
USA,NY,2018,12,Female,17,Right-Handed,160,22,159,2,Rail (Train/Tram/Subway),40,0.471,49,Other,791,770,888,802,695,658,22,Left foot,97,87,Index finger,July,Summer,Yes,No,No favorite,Water,Social studies,6,10,4,Yes - broadband connection,Cell phone,200,300,6,7,2,4,3,0,13,14,14,2,0,1,Some,Graduate degree,Pop,Fly,Happy,Other,Environment
USA,VA,2018,12,Female,17,Right-Handed,160,22.86,164,1,Car,10,10,0.806,Athletics,396,75,872,332,1000,1000,154,Right foot,83,84,Ring finger,February,Spring,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7,6,3,Yes - broadband connection,Text messaging,100,125,2,8,6,4,6,1,9,12,5,2,0,2,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Musician or singer,Health
USA,WI,2018,12,Male,18,Right-Handed,NA,NA,NA,1,Car,5,0.33,44,Football (American),1000,1000,449,257,631,845,NA,NA,NA,NA,Ring finger,August,Spring,Yes,No,Meat,Water,Physical education,7,10,4,Yes - broadband connection,Internet chat or instant messaging,NA,NA,1,0,5,3,20,4,2,6,8,5,10,3,A lot,Graduate degree,Rap/Hip hop,Super strength,Rich,Coach or club leader,Education/Youth development
USA,SC,2018,12,Male,17,Right-Handed,180,24,180,1,Car,10,0.396,45,Hockey (Ice),0,0,1000,0,1000,1000,26,Left foot,80,75,Index finger,July,Winter,No,No,Salads,Energy drink,Physical education,3,6,3,Yes - broadband connection,In person,3,50,4,4,0,1,3,0,10,10,10,5,9,0,Some,Graduate degree,Country,Invisibility,Happy,Musician or singer,Other
USA,MI,2018,12,Female,18,Right-Handed,5,21,150,1,Car,10,7.129,32,None,198,182,1000,1000,123,888,21,Same length,7,6,Index finger,November,Summer,No,No,Rice/Noodle dishes,Soft drink (caffeinated),Other,5,4,2,Yes - broadband connection,Text messaging,30,50,3,0,1,0,0,0,4,8,10,0,24,3,A lot,Some college,Pop,Freeze time,Happy,Friend,"Wildlife, animals"
USA,NC,2018,12,Male,17,Right-Handed,190.5,27.94,182.8,2,Car,15,0.38,40,Skateboarding/Rollerblading,1000,600,700,800,500,550,28.72,Left foot,97.79,114.7,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Science,6,9,4,Yes - other,Text messaging,10,15,2,1,10,10,2,9,4,1,10,2,8,10,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Environment
USA,CA,2018,12,Male,17,Right-Handed,168,20,170,2,Car,20,0.351,30,None,500,500,500,500,500,500,20,Same length,75,85,Ring finger,July,Winter,No,No,Other,Other,Other,7,8,4,Yes - broadband connection,Other,0,0,5,5,5,5,0,5,5,5,5,5,5,5,Very little,Other,Other,Freeze time,Happy,Other,Other
USA,TN,2018,12,Male,17,Right-Handed,175,25,182,1,Car,15,0.405,38,Basketball,1000,1000,1000,1000,700,800,25,Same length,8.5,9,Ring finger,December,Summer,Yes,NA,Pizza/Pasta,Soft drink (caffeinated),History,5,10,2,Yes - broadband connection,Text messaging,100,0,30,2,2,1,0,12,60,5,20,1,0,5,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Actor,Health
USA,ID,2018,12,Male,32,Right-Handed,168,10,270,2,Car,5,0.479,37,Soccer,0,610,1000,219,1000,1000,95,Left foot,53,62,Ring finger,January,Spring,No,No,Meat,Juice,History,6,8,5,No internet connection,"Myspace, Facebook, other social networking sites, or blog",6,5,0,2,14,8,3,0,8,4,25,6,20,5,A lot,Other,Pop,Fly,Happy,Religious figure,International aid
USA,CT,2018,12,Male,17,Right-Handed,183,NA,183,3,Walk,15,0.386,47,Soccer,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,CA,2018,12,Male,17,Right-Handed,173,28,185,2,Car,10,0.43,42,Table Tennis,50,50,25,25,100,100,29,Left foot,87,93,Ring finger,June,Summer,Yes,No,Seafood,Water,Other,7,9,2,Yes - broadband connection,In person,10,10,28,2,20,20,10,2,5,2,5,1,0,4,Some,Other,Reggae,Freeze time,Rich,Relative,"Wildlife, animals"
USA,CA,2018,12,Female,18,Right-Handed,171,24,173,1,Car,9,0.311,50,Baseball/Softball,800,900,600,500,1000,1000,24,Same length,7.4,7.9,Same length,October,Summer,No,No,Fruit,Water,Mathematics and statistics,8,6,4,Yes - broadband connection,Cell phone,80,80,10,2,10,10,10,0,10,10,10,1,16,1,Some,Undergraduate degree,Country,Fly,Happy,Coach or club leader,Religious
USA,CA,2018,12,Female,16,Right-Handed,168,22,174,1,Car,15,0.545,49,None,1000,1000,1000,1000,750,1000,22,Same length,90,90,Same length,October,Winter,No,No,Pizza/Pasta,Water,History,6,9,4,Yes - other,In person,4,6,6,1,6,0,0,0,2,2,4,0,0,1,Some,Graduate degree,Pop,Fly,Happy,Politician,"Wildlife, animals"
USA,CA,2018,12,Female,17,Right-Handed,155,24,155,1,Car,10,1.257,39,Gymnastics,1000,80,90,60,60,35,24,Same length,110,NA,Ring finger,January,Spring,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,7,2,Yes - other,Text messaging,27,34,3,14,14,7,21,28,42,42,42,0,0,2,Some,Graduate degree,Reggae,Invisibility,Happy,Other,Health
USA,TX,2018,12,Female,17,Right-Handed,157,23,85,2,Car,8,0.45,46,Tennis,1000,900,850,800,20,30,23,Same length,72,76,Ring finger,April,Winter,No,No,Pizza/Pasta,Water,Music,7,9,7,Yes - broadband connection,Cell phone,50,60,4,0.5,2,1,6,0,3,1.5,7,0.2,2,0,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,Other
USA,TX,2018,12,Female,16,Right-Handed,664,8,550,2,Car,4,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Female,17,Right-Handed,164.6,20.3,60,2,Car,10,0.778,51,Soccer,600,700,900,950,500,950,20.4,NA,90,80,Same length,September,Fall,Yes,No,Desserts,Water,History,7.5,9,5,Yes - other,Text messaging,300,250,5,2,3,1,1,0,1,4,3,1,0,2,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,Health
USA,VA,2018,12,Female,18,Right-Handed,170,24,54,1,NA,1,0.474,47,Other,1000,500,1000,1000,1000,1000,24,Right foot,80,70,Index finger,June,Summer,Yes,No,Pizza/Pasta,Water,English,7,12,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,50,120,1,50,0,0,0,100,100,100,0,0,0,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,CA,2018,12,Female,17,Left-Handed,160,23,NA,1,Car,7,1.14,65,None,700,500,800,1000,50,100,23,Same length,70,NA,Ring finger,December,Winter,No,No,Meat,Water,Science,7,9,4,Yes - broadband connection,In person,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Some,Undergraduate degree,Country,Invisibility,Healthy,NA,NA
USA,MA,2018,12,Female,17,Right-Handed,155,20,155,2,Car,5,0.478,45,Other,765,481,872,872,781,845,21,Left foot,75,65,Index finger,March,Fall,No,No,Pizza/Pasta,Water,Science,8,10,3,Yes - other,Text messaging,30,35,8,5,10,15,2,5,10,10,10,10,40,5,Some,Graduate degree,Rap/Hip hop,Fly,Healthy,Relative,International aid
USA,NJ,2018,12,Male,18,Right-Handed,170,28,165,1,Car,5,0.33,40,Football (American),350,355,69,355,750,1000,28,Same length,70,75,Ring finger,January,Summer,Yes,No,Meat,Water,History,6.5,10,3,Yes - broadband connection,In person,7,6,6,0.25,6,5,8,4,2,1,1,2,15,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Happy,Coach or club leader,Other
USA,CA,2018,12,Male,16,Left-Handed,172,26,173,2,Car,15,0.396,37,Swimming,1000,1000,1000,1000,1000,1000,26,Right foot,80,80,Ring finger,July,Summer,No,No,Meat,Water,Science,7,8,5,Yes - broadband connection,Internet chat or instant messaging,3,3,0,0,2,0,15,30,0,1,40,0,12,0,Very little,Graduate degree,Techno/Electronic,Freeze time,Famous,Friend,Other
USA,CA,2018,12,Female,18,Left-Handed,162.6,23.5,64,1,Car,10,0.41,41,Dancing,50,30,40,40,90,100,24,Left foot,74,72,Index finger,September,Winter,No,No,Pizza/Pasta,Water,English,7,8,2,Yes - broadband connection,Text messaging,100,95,35,4,6,5,2,0,9,3,10,1,2,4,A lot,Graduate degree,Pop,Freeze time,Rich,Business person,Education/Youth development
USA,TX,2018,12,Male,16,Right-Handed,167.6,NA,NA,2,Bus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,PA,2018,12,Male,17,Right-Handed,168,24,173,1,Car,10,0.391,38,None,481,235,385,390,1000,1000,25,Left foot,90,90,Same length,December,Winter,No,No,Meat,Water,Science,7,10,3,Yes - broadband connection,Text messaging,100,100,10,1,2.5,10,5,0,10,5,7,7,30,10,Very little,Undergraduate degree,Rap/Hip hop,Invisibility,Rich,Business person,Education/Youth development
USA,AZ,2018,12,Female,18,Right-Handed,152.4,20.1,146.7,2,Bus,7,0.553,43,Dancing,492,492,492,503,1000,1000,20.1,Same length,20,22,Ring finger,December,Winter,No,No,Meat,Juice,English,4,5,12,Yes - other,"Myspace, Facebook, other social networking sites, or blog",65,106,145,16,204,198,0,0,120,45,93,108,0,32,A lot,Undergraduate degree,Pop,Invisibility,Rich,Relative,International aid
USA,TX,2018,12,NA,17,Right-Handed,165,24,127,1,Car,20,0.893,61,Other,0,15,30,10,5,20,25,Left foot,6,5,Index finger,March,Fall,Yes,No,Meat,Milk,Other,6,9,3,Yes - other,Telephone,60,70,2,5,2,0,20,0,30,30,0,20,22,5,Some,Graduate degree,Country,Telepathy,Happy,Relative,Other
USA,IA,2018,12,Female,17,Right-Handed,174,25,163,1,Car,3,0.315,41,Dancing,878,936,840,893,610,610,24,Right foot,85,74,Index finger,September,Fall,Yes,No,Rice/Noodle dishes,Tea,History,8,10,4,Yes - broadband connection,In person,24,23,3,2,2,6,8,1,3,2,1,8,12,4,Some,Graduate degree,Pop,Fly,Happy,Other,International aid
USA,WI,2018,12,Female,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,18,Right-Handed,172,25,170,1,Car,8,0.38,34,Basketball,500,800,650,600,700,950,24,Right foot,80,78,Index finger,August,Spring,No,No,Pizza/Pasta,Sports drink,Physical education,8,10,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,30,12,1,2,26,10,21,38,3,13,8,4,1,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,OK,2018,12,Male,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,FL,2018,12,Male,17,Right-Handed,163,23,173,2,Car,30,0.721,41,Swimming,700,600,400,500,600,900,23,Same length,60,70,Ring finger,May,Summer,No,No,Seafood,Water,Physical education,6,10,4,Yes - other,Text messaging,30,30,12,14,7,4,14,5,7,4,3,7,7,7,Some,Other,Rap/Hip hop,Freeze time,Happy,Sports person,Health
USA,VA,2018,12,Female,16,Right-Handed,158,23,164,2,Car,10,0.389,38,Tennis,797,807,807,807,588,1000,23,Same length,70,70,Same length,June,Fall,No,No,Breads/Sandwiches,Water,Science,7,11,5,Yes - other,Text messaging,6,10,0,1,30,138,6,0,3,2,30,6,3,4,A lot,Graduate degree,Pop,Freeze time,Healthy,Relative,Health
USA,CA,2018,12,Female,17,Right-Handed,162,22.5,59,2,Walk,20,0.677,33,Walking/Hiking,1000,856,765,524,176,1000,22.5,Same length,60,55,Index finger,November,Fall,No,No,Meat,Water,Science,5,10,2,Yes - other,Text messaging,400,350,5,2,35,10,1,0,5,2,10,0,0,2,A lot,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Sports person,Health
USA,TX,2018,12,Female,18,Ambidextrous,NA,24,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,18,Left-Handed,195,29,210,2,Car,5,0.1,32,Other,500,500,600,200,200,0,29,Same length,9,9,Same length,March,Winter,No,No,Meat,Soft drink (non-caffeinated),Physical education,5,4,5,Yes - other,In person,4,52,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,None,Undergraduate degree,Country,Telepathy,Happy,Relative,International aid
USA,NY,2018,12,Male,18,Right-Handed,182,29.3,192,2,Rail (Train/Tram/Subway),35,0.33,38,Football (American),1000,1000,674,759,872,1000,29.8,Left foot,115,122,Ring finger,April,Spring,Yes,No,Fruit,Water,Computers and technology,6,9,6,Yes - broadband connection,Text messaging,5,100,20,0.5,1,0,15,20,12,12,20,0,18,0.1,None,Graduate degree,Other,Freeze time,Happy,Other,Education/Youth development
USA,MA,2018,12,Female,17,Left-Handed,160,23,60,1,Car,4,0.625,59,Lacrosse,NA,NA,NA,NA,NA,NA,23,Same length,70,6.5,Ring finger,February,Summer,Yes,No,Poultry,Water,Other,8,9,6,Yes - broadband connection,In person,100,150,5,3,8,10,2,0,20,25,15,6,58,2,A lot,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Relative,International aid
USA,TX,2018,12,Male,17,Right-Handed,180,28,176,1,Car,10,0.318,52,Skateboarding/Rollerblading,500,600,300,900,1000,1000,27,Right foot,85,80,NA,July,Fall,No,No,Meat,Soft drink (caffeinated),Music,5,10,5,Yes - other,Cell phone,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USA,TX,2018,12,Male,17,Right-Handed,160,NA,160,1,Car,15,3,5,None,1000,50,200,200,0,1000,NA,Same length,72,70,Index finger,May,Summer,No,No,Meat,Soft drink (caffeinated),Social studies,2,9,5,Yes - broadband connection,Other,2,0,0,0,0,0,2,4,0,0,20,15,1,6,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Rich,Musician or singer,"Arts, culture, sports"
USA,OH,2018,12,Male,17,Right-Handed,190.5,31,192,2,Car,6,0.38,40,Football (American),750,750,500,750,500,750,31,Same length,10,8,Index finger,May,Fall,No,No,Meat,Milk,Mathematics and statistics,6,8,4,Yes - broadband connection,Text messaging,100,90,5,1,2,5,12,5,5,3,1,1,8,1,Some,High school,Rap/Hip hop,Super strength,Rich,Business person,"Arts, culture, sports"
USA,FL,2018,12,Female,18,Right-Handed,153.6,24,153.6,1,Car,20,0.799,48,Walking/Hiking,NA,NA,NA,NA,NA,NA,23.5,Right foot,83.8,99.06,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Coffee,Science,7,11,3,Yes - broadband connection,Text messaging,30,20,7,11,100,0,0,7,NA,89,70,36,0,10,A lot,Graduate degree,Reggae,Fly,Happy,Doctor or nurse,Religious
USA,CA,2018,12,Male,17,Right-Handed,175,25,180,2,Bicycle,10,0.212,41,NA,750,750,750,750,750,750,25,NA,75,77,Ring finger,August,Spring,No,No,Pizza/Pasta,Water,Computers and technology,7.5,9,3,Yes - broadband connection,Internet chat or instant messaging,50,50,20,1,12,4,2,2,2,4,40,4,0,7,Some,Undergraduate degree,Pop,Invisibility,Happy,NA,Health
USA,NH,2018,12,Female,18,Right-Handed,166,23.5,161,1,Car,9,0.479,33,Lacrosse,743,679,770,711,1000,1000,24,Left foot,780,770,Index finger,January,Summer,No,No,Desserts,Water,Mathematics and statistics,7,9,5,Yes - dial-up connection,Text messaging,135,165,10,7,2,6,15,1,20,10,10,10,15,2,Some,Undergraduate degree,Pop,Invisibility,Famous,Relative,Health
USA,CA,2018,12,Female,16,Right-Handed,157,25,151,2,Car,12,0.469,38,Baseball/Softball,786,845,1000,856,492,1000,26,Left foot,70,75,Ring finger,August,Fall,No,No,Seafood,Sports drink,Mathematics and statistics,8,10,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",30,50,45,8,10,25,15,7,65,14,65,7,0,10,Very little,Graduate degree,Rhythm and blues (R&B),Invisibility,Rich,Relative,Health
USA,WI,2018,12,Female,17,Right-Handed,177,25,173,2,Bicycle,3,4.2,57,Other,900,800,700,700,362,659,24,Right foot,94,82,Index finger,December,Fall,No,Yes,Soups,Water,Art,3,5,7,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",12,15,1,0,15,3,17,2,10,0.5,1,1,20,1,A lot,Undergraduate degree,Other,Freeze time,Rich,Actor,Health
USA,OK,2018,12,Male,17,Right-Handed,180,27,178,1,Car,10,0.65,93,Basketball,700,500,400,500,700,1000,27,Same length,8,9,Ring finger,August,Fall,No,No,Meat,Water,Mathematics and statistics,8,10,3,Yes - broadband connection,Internet chat or instant messaging,10,15,7,0.5,5,7,5,5,7,0.5,9,4,15,3,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Famous,Relative,Health
USA,FL,2018,12,Male,17,Right-Handed,178,NA,216.4,1,Car,10,0.1999,80,Football (American),500,500,200,799,400,800,50,Same length,8,6,NA,January,Summer,Yes,No,Pizza/Pasta,Water,History,8,10,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",60,500,50,2,10,10,18,4,12,10,40,4,0,0,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Business person,International aid
USA,FL,2018,12,Female,16,Right-Handed,150,24,152,2,Car,15,3,44,Swimming,900,800,1000,500,100,200,25,Left foot,65,70,Ring finger,February,Fall,Yes,No,Pizza/Pasta,Juice,Art,5,8,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",4,2,5,0,20,15,15,0,5,10,20,0,0,0,A lot,Graduate degree,Pop,Telepathy,Happy,Actor,"Wildlife, animals"
USA,PA,2018,12,Male,17,Right-Handed,190,30,192.5,1,Car,14,0.306,52,Other,250,195,210,304,592,478,30,Same length,102,93,Index finger,January,Winter,No,No,Meat,Water,Science,7.5,7.5,4,Yes - broadband connection,Text messaging,7,40,9,2,2,2,10,10,8,0.5,20,0,3,3,Very little,Graduate degree,Rock and roll,Freeze time,Rich,Community leader or elder,Religious
USA,OK,2018,12,Male,16,Right-Handed,175,23,152,1,Car,3,0.692,72,Golf,500,200,300,100,300,700,24,Left foot,80,70,Index finger,March,Spring,Yes,No,Meat,Milk,History,7,12,2,Yes - broadband connection,Other,20,25,8,0,10,4,0,20,5,1,5,0,0,2,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,Health
USA,CA,2018,12,Male,16,Ambidextrous,180,26,175,3,Car,15,0.418,160,Athletics,861,861,32,861,1000,1000,26,Same length,85,70,Ring finger,May,Summer,Yes,No,Meat,Water,Mathematics and statistics,8,12,3,Yes - other,In person,13,13,9,2,10,2,18,0,1,1,1,1,0,0,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Musician or singer,Education/Youth development
